query	target	aligned_genes	percent_genes	aligned_length	percent_length	identity	score
NODE_edge_2+_length_45381_cov_280	CheckV-019535	1	1.54	258	1.88	41.7	107.59
NODE_edge_2+_length_45381_cov_280	CheckV-020961	1	1.54	477	3.48	22.4	106.85
NODE_edge_2+_length_45381_cov_280	CheckV-046212	1	1.54	254	1.86	42.0	106.68
NODE_edge_2+_length_45381_cov_280	CheckV-009210	1	1.54	258	1.88	41.1	106.04
NODE_edge_2+_length_45381_cov_280	CheckV-020072	1	1.54	258	1.88	40.9	105.52
NODE_edge_2+_length_45381_cov_280	CheckV-019537	1	1.54	258	1.88	40.9	105.52
NODE_edge_2+_length_45381_cov_280	CheckV-022373	1	1.54	254	1.86	41.3	104.9
NODE_edge_2+_length_45381_cov_280	CheckV-010856	1	1.54	254	1.86	41.3	104.9
NODE_edge_2+_length_45381_cov_280	CheckV-009680	1	1.54	254	1.86	41.3	104.9
NODE_edge_2+_length_45381_cov_280	CheckV-044731	1	1.54	254	1.86	41.3	104.9
NODE_edge_2+_length_45381_cov_280	CheckV-019389	1	1.54	258	1.88	40.5	104.49
NODE_edge_2+_length_45381_cov_280	CheckV-020020	1	1.54	258	1.88	40.4	104.23
NODE_edge_2+_length_45381_cov_280	CheckV-062177	1	1.54	258	1.88	40.1	103.46
NODE_edge_2+_length_45381_cov_280	CheckV-048204	1	1.54	254	1.86	40.7	103.38
NODE_edge_2+_length_45381_cov_280	CheckV-018959	1	1.54	258	1.88	40.0	103.2
NODE_edge_2+_length_45381_cov_280	CheckV-012815	1	1.54	254	1.86	40.5	102.87
NODE_edge_2+_length_45381_cov_280	CheckV-015275	1	1.54	258	1.88	39.7	102.43
NODE_edge_2+_length_45381_cov_280	CheckV-061726	1	1.54	258	1.88	39.7	102.43
NODE_edge_2+_length_45381_cov_280	CheckV-056283	1	1.54	254	1.86	40.1	101.85
NODE_edge_2+_length_45381_cov_280	CheckV-058528	1	1.54	254	1.86	40.1	101.85
NODE_edge_2+_length_45381_cov_280	CheckV-008426	1	1.54	294	2.15	34.6	101.72
NODE_edge_2+_length_45381_cov_280	CheckV-008625	1	1.54	258	1.88	39.4	101.65
NODE_edge_2+_length_45381_cov_280	CheckV-019067	1	1.54	294	2.15	34.5	101.43
NODE_edge_2+_length_45381_cov_280	CheckV-004942	1	1.54	254	1.86	39.9	101.35
NODE_edge_2+_length_45381_cov_280	CheckV-015759	1	1.54	258	1.88	39.2	101.14
NODE_edge_2+_length_45381_cov_280	CheckV-007399	1	1.54	258	1.88	39.0	100.62
NODE_edge_2+_length_45381_cov_280	CheckV-062337	1	1.54	258	1.88	39.0	100.62
NODE_edge_2+_length_45381_cov_280	CheckV-008692	1	1.54	258	1.88	39.0	100.62
NODE_edge_2+_length_45381_cov_280	CheckV-019061	1	1.54	258	1.88	39.0	100.62
NODE_edge_2+_length_45381_cov_280	CheckV-007352	1	1.54	258	1.88	39.0	100.62
NODE_edge_2+_length_45381_cov_280	CheckV-062174	1	1.54	258	1.88	38.9	100.36
NODE_edge_2+_length_45381_cov_280	CheckV-061835	1	1.54	258	1.88	38.9	100.36
NODE_edge_2+_length_45381_cov_280	CheckV-061988	1	1.54	258	1.88	38.9	100.36
NODE_edge_2+_length_45381_cov_280	CheckV-007113	1	1.54	294	2.15	34.1	100.25
NODE_edge_2+_length_45381_cov_280	CheckV-019119	1	1.54	294	2.15	34.1	100.25
NODE_edge_2+_length_45381_cov_280	CheckV-019481	1	1.54	258	1.88	38.5	99.33
NODE_edge_2+_length_45381_cov_280	CheckV-005442	1	1.54	294	2.15	33.7	99.08
NODE_edge_2+_length_45381_cov_280	CheckV-045987	1	1.54	254	1.86	39.0	99.06
NODE_edge_2+_length_45381_cov_280	CheckV-061727	1	1.54	258	1.88	38.3	98.81
NODE_edge_2+_length_45381_cov_280	CheckV-061431	1	1.54	258	1.88	38.3	98.81
NODE_edge_2+_length_45381_cov_280	CheckV-061554	1	1.54	258	1.88	38.1	98.3
NODE_edge_2+_length_45381_cov_280	CheckV-056585	1	1.54	254	1.86	38.5	97.79
NODE_edge_2+_length_45381_cov_280	CheckV-019312	1	1.54	258	1.88	37.9	97.78
NODE_edge_2+_length_45381_cov_280	CheckV-018984	1	1.54	258	1.88	37.9	97.78
NODE_edge_2+_length_45381_cov_280	CheckV-032955	1	1.54	254	1.86	38.3	97.28
NODE_edge_2+_length_45381_cov_280	CheckV-015544	1	1.54	254	1.86	38.3	97.28
NODE_edge_2+_length_45381_cov_280	CheckV-062138	1	1.54	258	1.88	37.7	97.27
NODE_edge_2+_length_45381_cov_280	CheckV-015287	1	1.54	258	1.88	37.7	97.27
NODE_edge_2+_length_45381_cov_280	CheckV-020827	1	1.54	258	1.88	37.6	97.01
NODE_edge_2+_length_45381_cov_280	CheckV-013283	1	1.54	258	1.88	37.6	97.01
NODE_edge_2+_length_45381_cov_280	CheckV-018872	1	1.54	258	1.88	37.6	97.01
NODE_edge_2+_length_45381_cov_280	CheckV-002692	1	1.54	188	1.37	51.5	96.82
NODE_edge_2+_length_45381_cov_280	CheckV-000270	1	1.54	188	1.37	51.5	96.82
NODE_edge_2+_length_45381_cov_280	CheckV-032537	1	1.54	258	1.88	37.5	96.75
NODE_edge_2+_length_45381_cov_280	CheckV-015353	1	1.54	258	1.88	37.5	96.75
NODE_edge_2+_length_45381_cov_280	CheckV-015354	1	1.54	258	1.88	37.5	96.75
NODE_edge_2+_length_45381_cov_280	CheckV-061480	1	1.54	258	1.88	37.4	96.49
NODE_edge_2+_length_45381_cov_280	CheckV-019493	1	1.54	258	1.88	37.4	96.49
NODE_edge_2+_length_45381_cov_280	CheckV-061492	1	1.54	258	1.88	37.4	96.49
NODE_edge_2+_length_45381_cov_280	CheckV-061783	1	1.54	258	1.88	37.4	96.49
NODE_edge_2+_length_45381_cov_280	CheckV-006264	1	1.54	254	1.86	37.9	96.27
NODE_edge_2+_length_45381_cov_280	CheckV-019174	1	1.54	258	1.88	37.3	96.23
NODE_edge_2+_length_45381_cov_280	CheckV-061487	1	1.54	258	1.88	37.3	96.23
NODE_edge_2+_length_45381_cov_280	CheckV-020467	1	1.54	258	1.88	37.3	96.23
NODE_edge_2+_length_45381_cov_280	CheckV-020466	1	1.54	258	1.88	37.2	95.98
NODE_edge_2+_length_45381_cov_280	CheckV-020071	1	1.54	258	1.88	37.2	95.98
NODE_edge_2+_length_45381_cov_280	CheckV-019466	1	1.54	258	1.88	37.2	95.98
NODE_edge_2+_length_45381_cov_280	CheckV-062302	1	1.54	258	1.88	37.2	95.98
NODE_edge_2+_length_45381_cov_280	CheckV-061729	1	1.54	258	1.88	37.1	95.72
NODE_edge_2+_length_45381_cov_280	CheckV-019388	1	1.54	258	1.88	37.1	95.72
NODE_edge_2+_length_45381_cov_280	CheckV-019480	1	1.54	258	1.88	37.1	95.72
NODE_edge_2+_length_45381_cov_280	CheckV-008673	1	1.54	294	2.15	32.5	95.55
NODE_edge_2+_length_45381_cov_280	CheckV-055237	1	1.54	254	1.86	37.6	95.5
NODE_edge_2+_length_45381_cov_280	CheckV-055238	1	1.54	254	1.86	37.6	95.5
NODE_edge_2+_length_45381_cov_280	CheckV-019074	1	1.54	258	1.88	37.0	95.46
NODE_edge_2+_length_45381_cov_280	CheckV-019132	1	1.54	258	1.88	36.9	95.2
NODE_edge_2+_length_45381_cov_280	CheckV-061925	1	1.54	258	1.88	36.8	94.94
NODE_edge_2+_length_45381_cov_280	CheckV-020021	1	1.54	258	1.88	36.8	94.94
NODE_edge_2+_length_45381_cov_280	CheckV-007622	1	1.54	258	1.88	36.8	94.94
NODE_edge_2+_length_45381_cov_280	CheckV-061689	1	1.54	258	1.88	36.7	94.69
NODE_edge_2+_length_45381_cov_280	CheckV-061483	1	1.54	258	1.88	36.6	94.43
NODE_edge_2+_length_45381_cov_280	CheckV-003153	1	1.54	254	1.86	37.0	93.98
NODE_edge_2+_length_45381_cov_280	CheckV-019452	1	1.54	220	1.61	42.7	93.94
NODE_edge_2+_length_45381_cov_280	CheckV-015289	1	1.54	258	1.88	36.4	93.91
NODE_edge_2+_length_45381_cov_280	CheckV-020070	1	1.54	258	1.88	36.4	93.91
NODE_edge_2+_length_45381_cov_280	CheckV-018958	1	1.54	258	1.88	36.4	93.91
NODE_edge_2+_length_45381_cov_280	CheckV-062136	1	1.54	258	1.88	36.3	93.65
NODE_edge_2+_length_45381_cov_280	CheckV-062397	1	1.54	258	1.88	36.3	93.65
NODE_edge_2+_length_45381_cov_280	CheckV-061923	1	1.54	258	1.88	36.3	93.65
NODE_edge_2+_length_45381_cov_280	CheckV-061682	1	1.54	258	1.88	36.3	93.65
NODE_edge_2+_length_45381_cov_280	CheckV-032067	1	1.54	301	2.2	31.1	93.61
NODE_edge_2+_length_45381_cov_280	CheckV-029180	1	1.54	297	2.17	31.5	93.56
NODE_edge_2+_length_45381_cov_280	CheckV-012608	1	1.54	294	2.15	31.8	93.49
NODE_edge_2+_length_45381_cov_280	CheckV-020083	1	1.54	258	1.88	36.2	93.4
NODE_edge_2+_length_45381_cov_280	CheckV-004779	1	1.54	258	1.88	36.0	92.88
NODE_edge_2+_length_45381_cov_280	CheckV-014029	1	1.54	254	1.86	36.5	92.71
NODE_edge_2+_length_45381_cov_280	CheckV-013329	1	1.54	258	1.88	35.9	92.62
NODE_edge_2+_length_45381_cov_280	CheckV-032204	1	1.54	301	2.2	30.7	92.41
NODE_edge_2+_length_45381_cov_280	CheckV-018985	1	1.54	258	1.88	35.8	92.36
NODE_edge_2+_length_45381_cov_280	CheckV-013247	1	1.54	258	1.88	35.7	92.11
NODE_edge_2+_length_45381_cov_280	CheckV-061551	1	1.54	258	1.88	35.7	92.11
NODE_edge_2+_length_45381_cov_280	CheckV-061561	1	1.54	258	1.88	35.6	91.85
NODE_edge_2+_length_45381_cov_280	CheckV-019486	1	1.54	220	1.61	41.7	91.74
NODE_edge_2+_length_45381_cov_280	CheckV-005207	1	1.54	258	1.88	35.5	91.59
NODE_edge_2+_length_45381_cov_280	CheckV-013305	1	1.54	258	1.88	35.5	91.59
NODE_edge_2+_length_45381_cov_280	CheckV-007414	1	1.54	258	1.88	35.3	91.07
NODE_edge_2+_length_45381_cov_280	CheckV-013324	1	1.54	258	1.88	35.3	91.07
NODE_edge_2+_length_45381_cov_280	CheckV-018720	1	1.54	258	1.88	35.3	91.07
NODE_edge_2+_length_45381_cov_280	CheckV-020468	1	1.54	258	1.88	35.3	91.07
NODE_edge_2+_length_45381_cov_280	CheckV-020062	1	1.54	220	1.61	41.3	90.86
NODE_edge_2+_length_45381_cov_280	CheckV-019175	1	1.54	258	1.88	35.2	90.82
NODE_edge_2+_length_45381_cov_280	CheckV-011403	1	1.54	147	1.07	61.6	90.55
NODE_edge_2+_length_45381_cov_280	CheckV-021297	1	1.54	301	2.2	29.9	90.0
NODE_edge_2+_length_45381_cov_280	CheckV-019173	1	1.54	258	1.88	34.8	89.78
NODE_edge_2+_length_45381_cov_280	CheckV-004768	1	1.54	294	2.15	30.4	89.38
NODE_edge_2+_length_45381_cov_280	CheckV-013619	1	1.54	301	2.2	29.6	89.1
NODE_edge_2+_length_45381_cov_280	CheckV-015288	1	1.54	258	1.88	34.5	89.01
NODE_edge_2+_length_45381_cov_280	CheckV-038409	1	1.54	254	1.86	35.0	88.9
NODE_edge_2+_length_45381_cov_280	CheckV-026441	1	1.54	254	1.86	35.0	88.9
NODE_edge_2+_length_45381_cov_280	CheckV-022939	1	1.54	254	1.86	35.0	88.9
NODE_edge_2+_length_45381_cov_280	CheckV-009458	1	1.54	254	1.86	35.0	88.9
NODE_edge_2+_length_45381_cov_280	CheckV-020240	1	1.54	258	1.88	34.4	88.75
NODE_edge_2+_length_45381_cov_280	CheckV-020023	1	1.54	258	1.88	34.4	88.75
NODE_edge_2+_length_45381_cov_280	CheckV-009505	1	1.54	220	1.61	40.3	88.66
NODE_edge_2+_length_45381_cov_280	CheckV-048613	1	1.54	175	1.28	50.6	88.55
NODE_edge_2+_length_45381_cov_280	CheckV-056226	1	1.54	175	1.28	50.6	88.55
NODE_edge_2+_length_45381_cov_280	CheckV-056227	1	1.54	175	1.28	50.6	88.55
NODE_edge_2+_length_45381_cov_280	CheckV-056055	1	1.54	175	1.28	50.6	88.55
NODE_edge_2+_length_45381_cov_280	CheckV-001003	1	1.54	254	1.86	34.8	88.39
NODE_edge_2+_length_45381_cov_280	CheckV-020465	1	1.54	258	1.88	34.2	88.24
NODE_edge_2+_length_45381_cov_280	CheckV-058703	1	1.54	175	1.28	50.3	88.03
NODE_edge_2+_length_45381_cov_280	CheckV-007445	1	1.54	220	1.61	40.0	88.0
NODE_edge_2+_length_45381_cov_280	CheckV-062132	1	1.54	258	1.88	34.1	87.98
NODE_edge_2+_length_45381_cov_280	CheckV-062399	1	1.54	258	1.88	34.1	87.98
NODE_edge_2+_length_45381_cov_280	CheckV-061922	1	1.54	258	1.88	34.1	87.98
NODE_edge_2+_length_45381_cov_280	CheckV-061843	1	1.54	258	1.88	34.1	87.98
NODE_edge_2+_length_45381_cov_280	CheckV-061511	1	1.54	258	1.88	34.1	87.98
NODE_edge_2+_length_45381_cov_280	CheckV-008198	1	1.54	254	1.86	34.6	87.88
NODE_edge_2+_length_45381_cov_280	CheckV-004685	1	1.54	220	1.61	39.9	87.78
NODE_edge_2+_length_45381_cov_280	CheckV-025184	1	1.54	254	1.86	34.5	87.63
NODE_edge_2+_length_45381_cov_280	CheckV-055967	1	1.54	297	2.17	29.5	87.61
NODE_edge_2+_length_45381_cov_280	CheckV-043664	1	1.54	175	1.28	50.0	87.5
NODE_edge_2+_length_45381_cov_280	CheckV-050965	1	1.54	175	1.28	50.0	87.5
NODE_edge_2+_length_45381_cov_280	CheckV-050094	1	1.54	175	1.28	50.0	87.5
NODE_edge_2+_length_45381_cov_280	CheckV-052160	1	1.54	175	1.28	50.0	87.5
NODE_edge_2+_length_45381_cov_280	CheckV-051929	1	1.54	175	1.28	50.0	87.5
NODE_edge_2+_length_45381_cov_280	CheckV-046162	1	1.54	175	1.28	50.0	87.5
NODE_edge_2+_length_45381_cov_280	CheckV-046031	1	1.54	175	1.28	50.0	87.5
NODE_edge_2+_length_45381_cov_280	CheckV-052198	1	1.54	175	1.28	50.0	87.5
NODE_edge_2+_length_45381_cov_280	CheckV-046051	1	1.54	175	1.28	50.0	87.5
NODE_edge_2+_length_45381_cov_280	CheckV-044900	1	1.54	175	1.28	50.0	87.5
NODE_edge_2+_length_45381_cov_280	CheckV-048506	1	1.54	175	1.28	50.0	87.5
NODE_edge_2+_length_45381_cov_280	CheckV-056268	1	1.54	175	1.28	50.0	87.5
NODE_edge_2+_length_45381_cov_280	CheckV-056256	1	1.54	175	1.28	50.0	87.5
NODE_edge_2+_length_45381_cov_280	CheckV-020022	1	1.54	258	1.88	33.8	87.2
NODE_edge_2+_length_45381_cov_280	CheckV-008955	1	1.54	254	1.86	34.3	87.12
NODE_edge_2+_length_45381_cov_280	CheckV-000988	1	1.54	188	1.37	46.3	87.04
NODE_edge_2+_length_45381_cov_280	CheckV-023594	1	1.54	297	2.17	29.3	87.02
NODE_edge_2+_length_45381_cov_280	CheckV-009575	1	1.54	220	1.61	39.5	86.9
NODE_edge_2+_length_45381_cov_280	CheckV-012504	1	1.54	254	1.86	34.2	86.87
NODE_edge_2+_length_45381_cov_280	CheckV-031243	1	1.54	188	1.37	46.2	86.86
NODE_edge_2+_length_45381_cov_280	CheckV-023757	1	1.54	297	2.17	29.2	86.72
NODE_edge_2+_length_45381_cov_280	CheckV-011405	1	1.54	258	1.88	33.6	86.69
NODE_edge_2+_length_45381_cov_280	CheckV-019986	1	1.54	258	1.88	33.6	86.69
NODE_edge_2+_length_45381_cov_280	CheckV-061780	1	1.54	258	1.88	33.6	86.69
NODE_edge_2+_length_45381_cov_280	CheckV-061884	1	1.54	258	1.88	33.6	86.69
NODE_edge_2+_length_45381_cov_280	CheckV-061987	1	1.54	258	1.88	33.6	86.69
NODE_edge_2+_length_45381_cov_280	CheckV-053878	1	1.54	147	1.07	58.9	86.58
NODE_edge_2+_length_45381_cov_280	CheckV-059998	1	1.54	175	1.28	49.4	86.45
NODE_edge_2+_length_45381_cov_280	CheckV-046125	1	1.54	175	1.28	49.4	86.45
NODE_edge_2+_length_45381_cov_280	CheckV-051151	1	1.54	175	1.28	49.4	86.45
NODE_edge_2+_length_45381_cov_280	CheckV-017176	1	1.54	258	1.88	33.5	86.43
NODE_edge_2+_length_45381_cov_280	CheckV-013299	1	1.54	220	1.61	39.2	86.24
NODE_edge_2+_length_45381_cov_280	CheckV-022304	1	1.54	297	2.17	29.0	86.13
NODE_edge_2+_length_45381_cov_280	CheckV-026901	1	1.54	254	1.86	33.9	86.11
NODE_edge_2+_length_45381_cov_280	CheckV-020084	1	1.54	258	1.88	33.3	85.91
NODE_edge_2+_length_45381_cov_280	CheckV-019487	1	1.54	220	1.61	39.0	85.8
NODE_edge_2+_length_45381_cov_280	CheckV-048617	1	1.54	175	1.28	48.8	85.4
NODE_edge_2+_length_45381_cov_280	CheckV-045127	1	1.54	175	1.28	48.8	85.4
NODE_edge_2+_length_45381_cov_280	CheckV-046180	1	1.54	175	1.28	48.8	85.4
NODE_edge_2+_length_45381_cov_280	CheckV-004750	1	1.54	188	1.37	45.3	85.16
NODE_edge_2+_length_45381_cov_280	CheckV-012675	1	1.54	220	1.61	38.7	85.14
NODE_edge_2+_length_45381_cov_280	CheckV-031654	1	1.54	254	1.86	33.5	85.09
NODE_edge_2+_length_45381_cov_280	CheckV-021801	1	1.54	147	1.07	57.6	84.67
NODE_edge_2+_length_45381_cov_280	CheckV-023293	1	1.54	254	1.86	33.3	84.58
NODE_edge_2+_length_45381_cov_280	CheckV-038614	1	1.54	254	1.86	33.3	84.58
NODE_edge_2+_length_45381_cov_280	CheckV-010322	1	1.54	254	1.86	33.3	84.58
NODE_edge_2+_length_45381_cov_280	CheckV-026073	1	1.54	254	1.86	33.3	84.58
NODE_edge_2+_length_45381_cov_280	CheckV-014036	1	1.54	254	1.86	33.2	84.33
NODE_edge_2+_length_45381_cov_280	CheckV-001297	1	1.54	188	1.37	44.8	84.22
NODE_edge_2+_length_45381_cov_280	CheckV-001625	1	1.54	188	1.37	44.7	84.04
NODE_edge_2+_length_45381_cov_280	CheckV-001227	1	1.54	188	1.37	44.7	84.04
NODE_edge_2+_length_45381_cov_280	CheckV-038213	1	1.54	254	1.86	33.0	83.82
NODE_edge_2+_length_45381_cov_280	CheckV-038903	1	1.54	254	1.86	33.0	83.82
NODE_edge_2+_length_45381_cov_280	CheckV-037776	1	1.54	301	2.2	27.8	83.68
NODE_edge_2+_length_45381_cov_280	CheckV-023990	1	1.54	301	2.2	27.8	83.68
NODE_edge_2+_length_45381_cov_280	CheckV-041366	1	1.54	188	1.37	44.5	83.66
NODE_edge_2+_length_45381_cov_280	CheckV-000715	1	1.54	254	1.86	32.9	83.57
NODE_edge_2+_length_45381_cov_280	CheckV-008211	1	1.54	188	1.37	44.3	83.28
NODE_edge_2+_length_45381_cov_280	CheckV-038901	1	1.54	188	1.37	44.3	83.28
NODE_edge_2+_length_45381_cov_280	CheckV-061675	1	1.54	258	1.88	32.2	83.08
NODE_edge_2+_length_45381_cov_280	CheckV-012306	1	1.54	254	1.86	32.7	83.06
NODE_edge_2+_length_45381_cov_280	CheckV-038077	1	1.54	254	1.86	32.7	83.06
NODE_edge_2+_length_45381_cov_280	CheckV-000970	1	1.54	254	1.86	32.6	82.8
NODE_edge_2+_length_45381_cov_280	CheckV-037835	1	1.54	301	2.2	27.5	82.78
NODE_edge_2+_length_45381_cov_280	CheckV-045732	1	1.54	188	1.37	44.0	82.72
NODE_edge_2+_length_45381_cov_280	CheckV-032547	1	1.54	254	1.86	32.4	82.3
NODE_edge_2+_length_45381_cov_280	CheckV-013812	1	1.54	188	1.37	43.7	82.16
NODE_edge_2+_length_45381_cov_280	CheckV-004950	1	1.54	254	1.86	32.3	82.04
NODE_edge_2+_length_45381_cov_280	CheckV-014834	1	1.54	254	1.86	32.3	82.04
NODE_edge_2+_length_45381_cov_280	CheckV-022063	1	1.54	254	1.86	32.2	81.79
NODE_edge_2+_length_45381_cov_280	CheckV-027183	1	1.54	254	1.86	32.2	81.79
NODE_edge_2+_length_45381_cov_280	CheckV-033315	1	1.54	254	1.86	32.2	81.79
NODE_edge_2+_length_45381_cov_280	CheckV-037057	1	1.54	254	1.86	32.2	81.79
NODE_edge_2+_length_45381_cov_280	CheckV-037529	1	1.54	254	1.86	32.2	81.79
NODE_edge_2+_length_45381_cov_280	CheckV-005860	1	1.54	188	1.37	43.5	81.78
NODE_edge_2+_length_45381_cov_280	CheckV-059198	1	1.54	147	1.07	55.6	81.73
NODE_edge_2+_length_45381_cov_280	CheckV-038288	1	1.54	254	1.86	32.1	81.53
NODE_edge_2+_length_45381_cov_280	CheckV-036165	1	1.54	254	1.86	32.1	81.53
NODE_edge_2+_length_45381_cov_280	CheckV-048978	1	1.54	147	1.07	55.4	81.44
NODE_edge_2+_length_45381_cov_280	CheckV-045146	1	1.54	147	1.07	55.4	81.44
NODE_edge_2+_length_45381_cov_280	CheckV-044899	1	1.54	147	1.07	55.4	81.44
NODE_edge_2+_length_45381_cov_280	CheckV-045611	1	1.54	147	1.07	55.4	81.44
NODE_edge_2+_length_45381_cov_280	CheckV-053387	1	1.54	147	1.07	55.4	81.44
NODE_edge_2+_length_45381_cov_280	CheckV-021038	1	1.54	147	1.07	55.4	81.44
NODE_edge_2+_length_45381_cov_280	CheckV-058965	1	1.54	147	1.07	55.3	81.29
NODE_edge_2+_length_45381_cov_280	CheckV-059209	1	1.54	147	1.07	55.3	81.29
NODE_edge_2+_length_45381_cov_280	CheckV-003452	1	1.54	254	1.86	32.0	81.28
NODE_edge_2+_length_45381_cov_280	CheckV-021507	1	1.54	254	1.86	32.0	81.28
NODE_edge_2+_length_45381_cov_280	CheckV-010090	1	1.54	188	1.37	43.2	81.22
NODE_edge_2+_length_45381_cov_280	CheckV-036447	1	1.54	254	1.86	31.9	81.03
NODE_edge_2+_length_45381_cov_280	CheckV-027025	1	1.54	254	1.86	31.9	81.03
NODE_edge_2+_length_45381_cov_280	CheckV-061536	1	1.54	258	1.88	31.4	81.01
NODE_edge_2+_length_45381_cov_280	CheckV-007706	1	1.54	254	1.86	31.8	80.77
NODE_edge_2+_length_45381_cov_280	CheckV-007398	1	1.54	258	1.88	31.3	80.75
NODE_edge_2+_length_45381_cov_280	CheckV-061674	1	1.54	258	1.88	31.3	80.75
NODE_edge_2+_length_45381_cov_280	CheckV-003258	1	1.54	188	1.37	42.9	80.65
NODE_edge_2+_length_45381_cov_280	CheckV-054208	1	1.54	188	1.37	42.9	80.65
NODE_edge_2+_length_45381_cov_280	CheckV-059757	1	1.54	188	1.37	42.9	80.65
NODE_edge_2+_length_45381_cov_280	CheckV-021976	1	1.54	254	1.86	31.7	80.52
NODE_edge_2+_length_45381_cov_280	CheckV-035538	1	1.54	254	1.86	31.7	80.52
NODE_edge_2+_length_45381_cov_280	CheckV-028538	1	1.54	254	1.86	31.7	80.52
NODE_edge_2+_length_45381_cov_280	CheckV-037559	1	1.54	254	1.86	31.7	80.52
NODE_edge_2+_length_45381_cov_280	CheckV-037208	1	1.54	254	1.86	31.7	80.52
NODE_edge_2+_length_45381_cov_280	CheckV-013908	1	1.54	254	1.86	31.7	80.52
NODE_edge_2+_length_45381_cov_280	CheckV-008982	1	1.54	220	1.61	36.6	80.52
NODE_edge_2+_length_45381_cov_280	CheckV-013904	1	1.54	254	1.86	31.6	80.26
NODE_edge_2+_length_45381_cov_280	CheckV-012033	1	1.54	258	1.88	31.1	80.24
NODE_edge_2+_length_45381_cov_280	CheckV-003308	1	1.54	183	1.34	43.8	80.15
NODE_edge_2+_length_45381_cov_280	CheckV-004911	1	1.54	188	1.37	42.6	80.09
NODE_edge_2+_length_45381_cov_280	CheckV-019821	1	1.54	258	1.88	31.0	79.98
NODE_edge_2+_length_45381_cov_280	CheckV-012853	1	1.54	258	1.88	31.0	79.98
NODE_edge_2+_length_45381_cov_280	CheckV-001782	1	1.54	294	2.15	27.2	79.97
NODE_edge_2+_length_45381_cov_280	CheckV-017884	1	1.54	188	1.37	42.4	79.71
NODE_edge_2+_length_45381_cov_280	CheckV-024149	1	1.54	254	1.86	31.3	79.5
NODE_edge_2+_length_45381_cov_280	CheckV-024131	1	1.54	254	1.86	31.3	79.5
NODE_edge_2+_length_45381_cov_280	CheckV-034198	1	1.54	254	1.86	31.2	79.25
NODE_edge_2+_length_45381_cov_280	CheckV-007932	1	1.54	254	1.86	31.2	79.25
NODE_edge_2+_length_45381_cov_280	CheckV-022578	1	1.54	254	1.86	31.2	79.25
NODE_edge_2+_length_45381_cov_280	CheckV-025759	1	1.54	254	1.86	31.2	79.25
NODE_edge_2+_length_45381_cov_280	CheckV-037031	1	1.54	254	1.86	31.2	79.25
NODE_edge_2+_length_45381_cov_280	CheckV-038359	1	1.54	254	1.86	31.2	79.25
NODE_edge_2+_length_45381_cov_280	CheckV-014039	1	1.54	254	1.86	31.2	79.25
NODE_edge_2+_length_45381_cov_280	CheckV-024247	1	1.54	254	1.86	31.1	78.99
NODE_edge_2+_length_45381_cov_280	CheckV-024122	1	1.54	254	1.86	31.1	78.99
NODE_edge_2+_length_45381_cov_280	CheckV-007323	1	1.54	258	1.88	30.6	78.95
NODE_edge_2+_length_45381_cov_280	CheckV-032910	1	1.54	254	1.86	31.0	78.74
NODE_edge_2+_length_45381_cov_280	CheckV-020590	1	1.54	254	1.86	31.0	78.74
NODE_edge_2+_length_45381_cov_280	CheckV-038914	1	1.54	254	1.86	31.0	78.74
NODE_edge_2+_length_45381_cov_280	CheckV-024097	1	1.54	254	1.86	30.9	78.49
NODE_edge_2+_length_45381_cov_280	CheckV-022078	1	1.54	254	1.86	30.9	78.49
NODE_edge_2+_length_45381_cov_280	CheckV-023294	1	1.54	254	1.86	30.9	78.49
NODE_edge_2+_length_45381_cov_280	CheckV-013718	1	1.54	254	1.86	30.9	78.49
NODE_edge_2+_length_45381_cov_280	CheckV-001275	1	1.54	254	1.86	30.9	78.49
NODE_edge_2+_length_45381_cov_280	CheckV-019904	1	1.54	188	1.37	41.7	78.4
NODE_edge_2+_length_45381_cov_280	CheckV-058515	1	1.54	188	1.37	41.7	78.4
NODE_edge_2+_length_45381_cov_280	CheckV-041481	1	1.54	188	1.37	41.7	78.4
NODE_edge_2+_length_45381_cov_280	CheckV-048119	1	1.54	188	1.37	41.6	78.21
NODE_edge_2+_length_45381_cov_280	CheckV-037579	1	1.54	188	1.37	41.5	78.02
NODE_edge_2+_length_45381_cov_280	CheckV-031519	1	1.54	188	1.37	41.5	78.02
NODE_edge_2+_length_45381_cov_280	CheckV-032094	1	1.54	254	1.86	30.7	77.98
NODE_edge_2+_length_45381_cov_280	CheckV-024178	1	1.54	254	1.86	30.7	77.98
NODE_edge_2+_length_45381_cov_280	CheckV-008484	1	1.54	254	1.86	30.7	77.98
NODE_edge_2+_length_45381_cov_280	CheckV-020899	1	1.54	254	1.86	30.7	77.98
NODE_edge_2+_length_45381_cov_280	CheckV-033311	1	1.54	254	1.86	30.7	77.98
NODE_edge_2+_length_45381_cov_280	CheckV-007701	1	1.54	254	1.86	30.7	77.98
NODE_edge_2+_length_45381_cov_280	CheckV-000280	1	1.54	254	1.86	30.6	77.72
NODE_edge_2+_length_45381_cov_280	CheckV-024193	1	1.54	254	1.86	30.6	77.72
NODE_edge_2+_length_45381_cov_280	CheckV-037375	1	1.54	254	1.86	30.5	77.47
NODE_edge_2+_length_45381_cov_280	CheckV-031422	1	1.54	254	1.86	30.5	77.47
